recipe_title;category;subcategory;description;ingredients;directions;num_ingredients;num_steps
Scotch Eggs;Breakfast And Brunch;Breakfast And Brunch;Scotch eggs are soft-boiled eggs wrapped in sausage and bread crumbs, deep-fried for a delicious savory treat. They're a British pub favorite, perfect for family occasions or picnics. We like to make these on Christmas Eve served on a bed of lettuce with sliced tomatoes and mustard for garnish.;"[""1 quart oil for frying"", ""4 large eggs"", ""2 pounds bulk pork sausage"", ""1 cup all-purpose flour"", ""4 large eggs, beaten"", ""4 cups dried bread crumbs, seasoned""]";"[""Gather all ingredients. Preheat the oven to 350 degrees F (175 degrees C). Heat oil in a deep-fryer to 375 degrees F (190 degrees C)."", ""Place eggs in a saucepan and cover with water. Bring to boil. Cover, remove from heat, and let eggs sit in hot water for 10 to 12 minutes. Remove from hot water, cool, and peel."", ""Flatten sausage and make a patty to surround each egg."", ""Very lightly flour the outer sausage layer then coat with beaten egg. Roll in bread crumbs to cover evenly."", ""Deep-fry prepared eggs in hot oil until golden brown while making sure each side is well cooked."", ""Bake in the preheated oven for 10 minutes."", ""Cut in half and serve."", ""Enjoy!""]";6;8
Chia Seed Overnight Oats;Breakfast And Brunch;Breakfast And Brunch;These chia seed overnight oats are a fun fusion between chia pudding and overnight oats. Vanilla yogurt and almond butter make this a healthy protein-rich breakfast choice. Top with fruit, nuts, and granola of your choice.;"[""1 1/4 cups oat milk"", ""3/4 cup rolled oats"", ""1/4 cup vanilla yogurt"", ""1 tablespoon chia seeds"", ""1 tablespoon almond butter""]";"[""Combine oat milk, oats, vanilla yogurt, chia seeds, and almond butter in a large container (or divide into several smaller containers) and stir until well combined. Wait for 3 minutes, then stir again."", ""Cover and refrigerate for at least 1 hour, ideally overnight."", ""When ready to eat add toppings of your choice, and serve immediately.""]";5;3
Minute Breakfast Burrito;Breakfast And Brunch;Breakfast And Brunch;A fast DIY breakfast for the road that's made in minutes with scrambled egg, salsa, and cheese wrapped up in a tortilla.;"[""2 large eggs"", ""2 tablespoons salsa"", ""1 slice reduced-fat American cheese"", ""1 tortilla""]";"[""Gather all ingredients."", ""Spray a cereal bowl with nonstick cooking spray. Crack the eggs into the bowl, add the salsa, and stir."", ""Microwave on high for 1 minute, stir, and cook for another minute or until the mixture firms up."", ""Place cheese in center of tortilla and top with egg mixture."", ""Wrap it all up like a burrito and head for the car!""]";4;5
Banana Baked Oatmeal Cups;Breakfast And Brunch;Breakfast And Brunch;Banana bread meets oatmeal in these banana bread baked oatmeal cups. Almond flour and sliced almonds add flavor and texture, while ripe banana keeps them extra soft. Store any extra oatmeal cups in the refrigerator or freezer—just defrost to serve.;"[""baking spray with flour"", ""1 1/4 cups banana"", ""1/3 cup honey, or to taste"", ""1 large egg"", ""3/4 cup unsweetened almond milk,"", ""2 tablespoons vegetable oil"", ""1 teaspoon vanilla extract"", ""1 teaspoon almond extract"", ""1/2 teaspoon ground cinnamon"", ""1/2 teaspoon salt"", ""1/4 teaspoon ground nutmeg"", ""2 cups old fashioned rolled oats"", ""1/2 cup almond flour"", ""1/2 cup sliced almonds"", ""1 teaspoon baking powder""]";"[""Preheat the oven to 350 degrees F (180 degrees C). Spray a standard 12-cup muffin tin with a baking spray containing flour."", ""In a large bowl, whisk together mashed banana, honey, egg, milk, oil, vanilla, almond extract, cinnamon, salt, and nutmeg until thoroughly combined. Add in oats, almond flour, sliced almonds, and baking powder and mix until thoroughly combined."", ""Divide mixture evenly between the prepared muffin cups. If desired, sprinkle a few extra sliced almonds and oats over batter in each cup."", ""Bake in the preheated oven until edges of the oatmeal cups are golden brown, and the cups feel set, 25 to 30 minutes. Allow to cool in the pan for 10 minutes, then remove to a wire rack to cool completely.""]";15;4
Homemade Ham and Cheese Hot Pockets;Breakfast And Brunch;Breakfast And Brunch;These homemade ham and cheese hot pockets are a DIY version of the frozen sandwich with crescent rolls and a simple filling, good for breakfast, lunch, or a snack.;"[""1 (8 ounce) can crescent rolls"", ""1 tablespoon yellow mustard,"", ""2 thin slices Black Forest ham, cut in half"", ""4 slices sharp Cheddar cheese, cut in half"", ""1 large egg"", ""2 teaspoons water"", ""1 teaspoon sesame seeds""]";"[""Preheat the oven to 375 degrees F (190 degrees C). Line a baking sheet with parchment paper."", ""Unroll dough onto the parchment paper. Press perforated seams together or use a rolling pin to roll dough into a single large rectangle."", ""Cut dough in half crosswise to form 2 squares, then cut each square in half again so you have 4 large rectangles. Spread a bit of mustard on 1 half of each rectangle."", ""Lay 1 ham slice over mustard, then top with 2 cheese slices. Repeat for all rectangles."", ""Lift the bare end of dough up and bring it over the end with toppings. Press down on all sides, then use a fork to press down and seal the \""pocket\"" all the way around."", ""Whisk egg and water together with a fork in a small bowl or cup, then brush egg wash on each hot pocket. Sprinkle each pocket with sesame seeds."", ""Bake in the preheated oven until dough is puffed and golden brown, about 10 minutes. Serve with mustard.""]";7;7
Sausage, Egg, and Cheese Biscuit Casserole;Breakfast And Brunch;Breakfast And Brunch;This sausage, egg, and cheese biscuit casserole is a quick and easy breakfast for the whole family.;"[""cooking spray"", ""1 (16.3 ounce) can refrigerated biscuits"", ""1 pound pork sausage"", ""1 1/2 cups shredded Cheddar cheese"", ""8 large eggs"", ""1 cup milk"", ""1/2 teaspoon salt"", ""1/2 teaspoon ground black pepper""]";"[""Gather all ingredients. Preheat the oven to 425 degrees F (220 degrees C). Grease a 9x13-inch baking dish."", ""Line prepared baking dish with the biscuits, pressing to form an even layer."", ""Bake in the preheated oven until puffed and lightly browned, about 8 minutes. Reduce oven temperature to 375 degrees F (190 degrees C). (Leave the oven door open for a bit to let the oven cool down.)"", ""Meanwhile, heat a large skillet over medium-high heat. Add sausage to skillet; cook and stir until fully cooked and browned, about 10 minutes; drain fat."", ""Sprinkle cooked sausage and cheese evenly over baked biscuits."", ""Whisk together eggs, milk, salt, and pepper in a large bowl. Pour egg mixture over sausage and cheese. (The egg mixture won't cover the cheese and sausage at this point, but will expand as it bakes.)"", ""Bake until casserole is set and internal temperature registers 165 degrees F (74 degrees C), about 25 minutes."", ""Enjoy!""]";8;8
Reese's Cup Overnight Oats;Breakfast And Brunch;Breakfast And Brunch;These Reese's Cup overnight oats prove that the flavors of overnight oats are limited only by your imagination. These peanut butter and chocolate oats have a decadent dessert vibe with a side of slightly good-for-you.;"[""1/2 cup quick oats"", ""1/2 cup chocolate protein shake"", ""1/4 cup Greek yogurt, such as"", ""1 tablespoon sugar-free peanut butter syrup"", ""2 tablespoons chocolate chips"", ""1 tablespoon peanut butter""]";"[""Combine oats, protein shake, Greek yogurt, and peanut butter syrup in a mason jar with a tight-fitting lid and stir well. Close the lid and refrigerate overnight."", ""Add chocolate chips to a microwave-safe bowl. Microwave on High in 30 second intervals, stirring until smooth. Pour melted chocolate on top of oats. Add peanut butter in small dollops, and swirl into melted chocolate.""]";6;2
High Protein Scrambled Pancakes;Breakfast And Brunch;Breakfast And Brunch;These high protein scrambled pancakes, made with oats instead of wheat flour, are scrambled in the pan, like scrambled eggs. Blend the batter in a Vitamix blender, dollop into a skillet, and scramble away. You'll no longer struggle with round pancake perfectionism! Serve with butter and syrup, or a side of fresh berries.;"[""2 large eggs"", ""1/2 cup cottage cheese"", ""1/2 cup rolled oats"", ""1/4 cup vanilla protein shake"", ""1/2 teaspoon baking powder"", ""1/2 teaspoon cinnamon"", ""1/2 teaspoon vanilla extract"", ""cooking spray""]";"[""Place eggs, cottage cheese, oats, protein shake, baking powder, cinnamon, and vanilla, in order, into the jar of a high-powered blender (such as a Vitamix\u00ae). Blend until smooth."", ""Heat a nonstick skillet over medium heat and lightly coat with cooking spray."", ""Pour batter into small pancakes. Before the batter begins to set, push the batter around to scramble the pancakes. Flip and fluff the pancakes, and cook until they acquire some golden color in places, 3 to 5 minutes.""]";8;3
Easy Bacon Pancake Sticks;Breakfast And Brunch;Breakfast And Brunch;These easy bacon pancake sticks, using only 2 ingredients, are a complete breakfast you can grab-and-go on the run. The kids will love them!;"[""2 cups pancake mix"", ""1 1/3 cups water"", ""3 tablespoons butter"", ""8 slices thick cut bacon,"", ""syrup for dipping (optional)""]";"[""Combine pancake mix and water in a medium bowl and stir until just blended (there may be a few lumps)."", ""Heat half of the butter in a large nonstick skillet over medium heat until melted."", ""Dip half of the bacon in the batter until evenly coated and place in the skillet. Cook undisturbed until lightly browned and slightly puffed, about 2-3 minutes. Flip and cook for another 2-3 minutes or until the pancake is cooked through."", ""Repeat with remaining bacon and batter. Serve with syrup if desired for dipping.""]";5;4
Blueberry Baked Oats;Breakfast And Brunch;Breakfast And Brunch;These blueberry baked oats are a tasty high-protein breakfast with a subtle dessert vibe. A blender mix with eggs, oats, and cottage cheese bake with blueberries on top in individual servings.;"[""1 cup cottage cheese"", ""4 large eggs"", ""1 tablespoon agave syrup"", ""2 teaspoons vanilla bean paste"", ""1 cup quick oats"", ""2 teaspoons baking powder"", ""2 tablespoons sugar-free cheesecake pudding mix"", ""1 cup blueberries, or as needed""]";"[""Preheat the oven to 350 degrees F (180 degrees C). Spray 4 (6 to 8 ounce) oven-proof glass dishes with cooking spray."", ""Meanwhile combine cottage cheese, eggs, agave syrup, vanilla, oats, baking powder, and pudding mix in the jar of a high powered blender. Blend on high for 1 minute. Divide batter evenly between prepared dishes. Sprinkle blueberries on top."", ""Bake in the preheated oven until set, about 25 minutes.""]";8;3
Crescent Sausage Egg Roll-Ups;Breakfast And Brunch;Breakfast And Brunch;These crescent sausage and egg roll-ups, scrambled egg and a sausage link baked inside a crescent roll, make a great breakfast, at home or as a grab-and-go meal.;"[""2 large eggs"", ""2 tablespoons milk"", ""1 tablespoon butter"", ""salt and freshly ground black pepper to taste"", ""1 (8 ounce) tube crescent rolls,"", ""8 breakfast sausage links,""]";"[""Preheat the oven to 350 degrees F 180 degrees C)."", ""Whisk eggs and milk together in a bowl until combined. Melt butter in a skillet over medium heat. Add egg mixture and cook, stirring constantly, until eggs are set, about 3 minutes. Season with salt and pepper."", ""Unroll crescent roll dough and separate into 8 triangles. Add 1 tablespoon scrambled egg and 1 sausage to the wide end of a crescent roll. Roll up to enclose contents; place on an ungreased baking sheet. Repeat with remaining ingredients."", ""Bake in the preheated oven until golden brown, 13 to 16 minutes.""]";6;4
Carrot Bread;Breakfast And Brunch;Breakfast And Brunch;This carrot bread is really a cross between cake and a quick bread. It's bursting with shredded carrots, raisins, maraschino cherries, and nuts. It's delicious warm with butter or cream cheese for brunch. It's really good!;"[""2 \u00bd cups all-purpose flour"", ""1 cup white sugar"", ""1 teaspoon baking powder"", ""1 teaspoon baking soda"", ""1 teaspoon ground cinnamon"", ""\u00bd teaspoon salt"", ""3 large eggs, beaten"", ""\u00bd cup vegetable oil"", ""\u00bd cup milk"", ""2 cups shredded carrots"", ""1 (3.5 ounce) package flaked coconut"", ""\u00bd cup maraschino cherries, chopped"", ""\u00bd cup raisins"", ""\u00bd cup chopped walnuts""]";"[""Gather all ingredients. Preheat the oven to 350 degrees F (175 degrees C). Lightly grease a 9x5-inch loaf pan."", ""Sift flour, sugar, baking powder, baking soda, cinnamon, and salt together in a large bowl."", ""Combine eggs, oil, and milk in a separate bowl; stir into flour mixture until well blended."", ""Stir in carrots, coconut, cherries, raisins, and walnuts."", ""Pour batter into prepared loaf pan."", ""Bake in the preheated oven until a toothpick inserted into center of the loaf comes out clean, about 50 to 60 minutes. Let cool on a wire rack for 10 minutes before removing from the pan to cool completely.""]";14;6
